# experiment P-76 (R-076)
# hypothesis: TRIPLANAR AND STOCHASTIC FILTERING COMPOSE MULTIPLICATIVELY AND NOBODY STATES THE PRODUCT. Three planes x three stochastic taps is nine fetches per map; bevy_isomesh/examples/triplanar.wgsl already pays the three. Stochastic Texture Filtering (arXiv 2305.05810) and Heitz-Neyret histogram-preserving blending (10.1145/3233304, 'over 20x faster' than procedural-noise state of the art, HARDWARE NOT NAMED) both trade fetches for temporal accumulation. The conflict is the finding worth registering: A DESTRUCTIBLE WORLD HAS ALREADY SPENT ITS TEMPORAL BUDGET, because geometry that changes rejects history. This registration is gated on P-77, which measures that rejection; running it first would price the saving without pricing the debt. (C1) Selecting one triplanar plane per pixel stochastically drops the fetch count by exactly 3x and the fragment cost by at least 2x at 1920x1080. (C2) With TAA resolving the stochastic choice, the ghosting cost under an active dig is WORSE than the fetch saving is worth: measured as mean absolute error against a 3-plane reference in the 8 frames following an edit, above the error of the same scene with no digging. (C3) Biplanar mapping -- two planes, no stochastic term, no temporal debt -- gets at least half the saving of C1 with none of C2's cost. SHARE: C1 moves the material shading stage, which P-75's C2 will have measured.
# falsified by: C1 by under 2x. C2 by no difference between digging and static, which would mean history rejection is not the bottleneck and stochastic filtering is free here after all. C3 by under half, which makes the honest recommendation 'keep three planes'. VACUITY CONTROL: the dig arm must produce a non-zero history-rejection count from P-77's instrument, or C2 cannot fire.
# commit b3f11a2 (WORKING TREE DIRTY) on amd-ryzen-9-5900x-12-core at 2026-08-28T00:34:20Z
arm,fetches_per_fragment,fragment_ms,frame_ms,history_rejected_static,history_rejected_digging,mae_vs_reference_static,mae_vs_reference_digging,frames_after_edit,biplanar_fetches,biplanar_fragment_ms,c1_holds,c2_holds,c3_holds,alu_control_ms,bilinear_minus_point_ns_per_texel,biplanar_temporal_delta_mae,c1_cost_ratio,c1_cost_ratio_min_based,c1_cost_reachable_6s_ge_f,c1_fetch_ratio_is_exactly_3,c3_saving_ratio_fetches,c3_saving_ratio_ms,c3_saving_ratio_ms_min_based,cpu_mhz_end,cpu_mhz_start,estimator_bias_tolerance,estimator_mean_signed_error_sampled,estimator_worst_fragment_error_sampled,fetch_call_ns_measured,fetch_calls_per_fragment,fetches_tallied,filter,fit_intercept_ms,fit_predicted_ratio_18_over_6,fit_r2,fit_six_fetch_cost_ms,fit_slope_ms_per_fetch,fit_slope_ns_per_fetch,forced_layer,fragment_ns_per_fragment,frame_changed_pixels,frame_mae,frame_mean_clip_s,frame_mean_reproj_px,frame_no_history,frame_offset,frame_population,frame_rejected,frame_rejection_fraction,mae_biplanar_digging,mae_biplanar_excess_digging,mae_biplanar_excess_static,mae_biplanar_static,mae_ideal_biplanar,mae_ideal_reference,mae_ideal_stochastic,mae_sampling_excess_digging,mae_sampling_excess_ratio_dig_over_static,mae_sampling_excess_static,mae_taa_floor_digging,mae_taa_floor_static,mean_b,mean_g,mean_r,ns_per_fetch_over_alu_control,planes,rejection_fraction_digging,rejection_fraction_static,reps_ms_min,reps_ms_spread,scored_arm,screen_pixels,shade_reps,shading_bias_mean_signed,shading_bias_worst_fragment,stage,stf_3tap_fetches,stochastic_plane_fetches,stochastic_plane_fragment_ms,stochastic_temporal_delta_mae,strata,stream,taa_arm,taa_brushes_placed,taa_height,taa_warmup_frames,taa_width,tally_ns_bound_per_fetch,taps,texels_per_fragment,threads,triplanar_fetches,triplanar_fragment_ms,visible_fragments,world,zero_proof_rejected,zero_proof_stochastic_rejected
taa/dig_at_feet_walk/static/stochastic_1plane/frame_plus_3,6,218.856641,408.470674,66310,74793,0.00375816,0.00393754,8,12,323.387341,true,true,true,253.505476,-0.2662,+0.00013232,2.0000,2.1149,true,true,0.5000,0.5224,0.5463,4200,4200,0.0020,0.000019,0.010473,10.0100,6,NA,bilinear,100.617111,2.0554,0.999012,112.420904,18.736817,16.8644,-1.0,196.9862,4538,0.00513956,0.722784,7.6794,2147,3,516071,184444,0.35740044,0.00396742,0.00022583,0.00017371,0.00383510,0.00088446,0.00000179,0.00085509,0.00019595,2.0247,0.00009678,0.00374159,0.00366139,NA,NA,NA,NA,1,0.01809258,0.01604053,NA,NA,true,2073600,9,0.000084,0.022287,taa_resolve,54,6,218.856641,+0.00017938,3,stochastic_1plane,dig_at_feet_walk,1,540,24,960,0.24,1,24,24,18,437.719901,1111025,static,0,23248
taa/dig_at_feet_walk/static/stochastic_1plane/frame_plus_4,6,218.856641,408.470674,66310,74793,0.00375816,0.00393754,8,12,323.387341,true,true,true,253.505476,-0.2662,+0.00013232,2.0000,2.1149,true,true,0.5000,0.5224,0.5463,4200,4200,0.0020,0.000019,0.010473,10.0100,6,NA,bilinear,100.617111,2.0554,0.999012,112.420904,18.736817,16.8644,-1.0,196.9862,4647,0.00506562,0.721635,7.3236,1982,4,516236,184513,0.35741986,0.00396742,0.00022583,0.00017371,0.00383510,0.00088446,0.00000179,0.00085509,0.00019595,2.0247,0.00009678,0.00374159,0.00366139,NA,NA,NA,NA,1,0.01809258,0.01604053,NA,NA,true,2073600,9,0.000084,0.022287,taa_resolve,54,6,218.856641,+0.00017938,3,stochastic_1plane,dig_at_feet_walk,1,540,24,960,0.24,1,24,24,18,437.719901,1111025,static,0,23248
taa/dig_at_feet_walk/static/stochastic_1plane/frame_plus_5,6,218.856641,408.470674,66310,74793,0.00375816,0.00393754,8,12,323.387341,true,true,true,253.505476,-0.2662,+0.00013232,2.0000,2.1149,true,true,0.5000,0.5224,0.5463,4200,4200,0.0020,0.000019,0.010473,10.0100,6,NA,bilinear,100.617111,2.0554,0.999012,112.420904,18.736817,16.8644,-1.0,196.9862,4804,0.00499951,0.720259,6.9398,1187,5,517029,185285,0.35836481,0.00396742,0.00022583,0.00017371,0.00383510,0.00088446,0.00000179,0.00085509,0.00019595,2.0247,0.00009678,0.00374159,0.00366139,NA,NA,NA,NA,1,0.01809258,0.01604053,NA,NA,true,2073600,9,0.000084,0.022287,taa_resolve,54,6,218.856641,+0.00017938,3,stochastic_1plane,dig_at_feet_walk,1,540,24,960,0.24,1,24,24,18,437.719901,1111025,static,0,23248
taa/dig_at_feet_walk/static/stochastic_1plane/frame_plus_6,6,218.856641,408.470674,66310,74793,0.00375816,0.00393754,8,12,323.387341,true,true,true,253.505476,-0.2662,+0.00013232,2.0000,2.1149,true,true,0.5000,0.5224,0.5463,4200,4200,0.0020,0.000019,0.010473,10.0100,6,NA,bilinear,100.617111,2.0554,0.999012,112.420904,18.736817,16.8644,-1.0,196.9862,4974,0.00492487,0.719399,7.2743,1594,6,516620,184595,0.35731292,0.00396742,0.00022583,0.00017371,0.00383510,0.00088446,0.00000179,0.00085509,0.00019595,2.0247,0.00009678,0.00374159,0.00366139,NA,NA,NA,NA,1,0.01809258,0.01604053,NA,NA,true,2073600,9,0.000084,0.022287,taa_resolve,54,6,218.856641,+0.00017938,3,stochastic_1plane,dig_at_feet_walk,1,540,24,960,0.24,1,24,24,18,437.719901,1111025,static,0,23248
taa/dig_at_feet_walk/static/stochastic_1plane/frame_plus_7,6,218.856641,408.470674,66310,74793,0.00375816,0.00393754,8,12,323.387341,true,true,true,253.505476,-0.2662,+0.00013232,2.0000,2.1149,true,true,0.5000,0.5224,0.5463,4200,4200,0.0020,0.000019,0.010473,10.0100,6,NA,bilinear,100.617111,2.0554,0.999012,112.420904,18.736817,16.8644,-1.0,196.9862,5162,0.00489654,0.719235,7.6901,2159,7,516057,185960,0.36034779,0.00396742,0.00022583,0.00017371,0.00383510,0.00088446,0.00000179,0.00085509,0.00019595,2.0247,0.00009678,0.00374159,0.00366139,NA,NA,NA,NA,1,0.01809258,0.01604053,NA,NA,true,2073600,9,0.000084,0.022287,taa_resolve,54,6,218.856641,+0.00017938,3,stochastic_1plane,dig_at_feet_walk,1,540,24,960,0.24,1,24,24,18,437.719901,1111025,static,0,23248
taa/dig_at_feet_walk/static/biplanar_2plane/window,6,218.856641,408.470674,66310,74793,0.00375816,0.00393754,8,12,323.387341,true,true,true,253.505476,-0.2662,+0.00013232,2.0000,2.1149,true,true,0.5000,0.5224,0.5463,4200,4200,0.0020,0.000019,0.010473,10.0100,6,NA,bilinear,100.617111,2.0554,0.999012,112.420904,18.736817,16.8644,-1.0,196.9862,NA,0.00503131,0.731199,7.2514,13374,NA,4132370,1524616,0.36894470,0.00396742,0.00022583,0.00017371,0.00383510,0.00088446,0.00000179,0.00085509,0.00019595,2.0247,0.00009678,0.00374159,0.00366139,NA,NA,NA,NA,1,0.01809258,0.01604053,NA,NA,true,2073600,9,0.000084,0.022287,taa_resolve,54,6,218.856641,+0.00017938,3,biplanar_2plane,dig_at_feet_walk,1,540,24,960,0.24,1,24,24,18,437.719901,1111025,static,0,23248
taa/dig_at_feet_walk/static/biplanar_2plane/frame_plus_0,6,218.856641,408.470674,66310,74793,0.00375816,0.00393754,8,12,323.387341,true,true,true,253.505476,-0.2662,+0.00013232,2.0000,2.1149,true,true,0.5000,0.5224,0.5463,4200,4200,0.0020,0.000019,0.010473,10.0100,6,NA,bilinear,100.617111,2.0554,0.999012,112.420904,18.736817,16.8644,-1.0,196.9862,4085,0.00519600,0.733313,6.5087,993,0,517228,186612,0.36079253,0.00396742,0.00022583,0.00017371,0.00383510,0.00088446,0.00000179,0.00085509,0.00019595,2.0247,0.00009678,0.00374159,0.00366139,NA,NA,NA,NA,1,0.01809258,0.01604053,NA,NA,true,2073600,9,0.000084,0.022287,taa_resolve,54,6,218.856641,+0.00017938,3,biplanar_2plane,dig_at_feet_walk,1,540,24,960,0.24,1,24,24,18,437.719901,1111025,static,0,23248
taa/dig_at_feet_walk/static/biplanar_2plane/frame_plus_1,6,218.856641,408.470674,66310,74793,0.00375816,0.00393754,8,12,323.387341,true,true,true,253.505476,-0.2662,+0.00013232,2.0000,2.1149,true,true,0.5000,0.5224,0.5463,4200,4200,0.0020,0.000019,0.010473,10.0100,6,NA,bilinear,100.617111,2.0554,0.999012,112.420904,18.736817,16.8644,-1.0,196.9862,4224,0.00517313,0.733731,7.6682,2134,1,516086,188588,0.36541972,0.00396742,0.00022583,0.00017371,0.00383510,0.00088446,0.00000179,0.00085509,0.00019595,2.0247,0.00009678,0.00374159,0.00366139,NA,NA,NA,NA,1,0.01809258,0.01604053,NA,NA,true,2073600,9,0.000084,0.022287,taa_resolve,54,6,218.856641,+0.00017938,3,biplanar_2plane,dig_at_feet_walk,1,540,24,960,0.24,1,24,24,18,437.719901,1111025,static,0,23248
taa/dig_at_feet_walk/static/biplanar_2plane/frame_plus_2,6,218.856641,408.470674,66310,74793,0.00375816,0.00393754,8,12,323.387341,true,true,true,253.505476,-0.2662,+0.00013232,2.0000,2.1149,true,true,0.5000,0.5224,0.5463,4200,4200,0.0020,0.000019,0.010473,10.0100,6,NA,bilinear,100.617111,2.0554,0.999012,112.420904,18.736817,16.8644,-1.0,196.9862,4375,0.00512140,0.732674,6.9301,1178,2,517043,191021,0.36944896,0.00396742,0.00022583,0.00017371,0.00383510,0.00088446,0.00000179,0.00085509,0.00019595,2.0247,0.00009678,0.00374159,0.00366139,NA,NA,NA,NA,1,0.01809258,0.01604053,NA,NA,true,2073600,9,0.000084,0.022287,taa_resolve,54,6,218.856641,+0.00017938,3,biplanar_2plane,dig_at_feet_walk,1,540,24,960,0.24,1,24,24,18,437.719901,1111025,static,0,23248
taa/dig_at_feet_walk/static/biplanar_2plane/frame_plus_3,6,218.856641,408.470674,66310,74793,0.00375816,0.00393754,8,12,323.387341,true,true,true,253.505476,-0.2662,+0.00013232,2.0000,2.1149,true,true,0.5000,0.5224,0.5463,4200,4200,0.0020,0.000019,0.010473,10.0100,6,NA,bilinear,100.617111,2.0554,0.999012,112.420904,18.736817,16.8644,-1.0,196.9862,4538,0.00508099,0.731958,7.6794,2147,3,516071,191088,0.37027463,0.00396742,0.00022583,0.00017371,0.00383510,0.00088446,0.00000179,0.00085509,0.00019595,2.0247,0.00009678,0.00374159,0.00366139,NA,NA,NA,NA,1,0.01809258,0.01604053,NA,NA,true,2073600,9,0.000084,0.022287,taa_resolve,54,6,218.856641,+0.00017938,3,biplanar_2plane,dig_at_feet_walk,1,540,24,960,0.24,1,24,24,18,437.719901,1111025,static,0,23248
taa/dig_at_feet_walk/static/biplanar_2plane/frame_plus_4,6,218.856641,408.470674,66310,74793,0.00375816,0.00393754,8,12,323.387341,true,true,true,253.505476,-0.2662,+0.00013232,2.0000,2.1149,true,true,0.5000,0.5224,0.5463,4200,4200,0.0020,0.000019,0.010473,10.0100,6,NA,bilinear,100.617111,2.0554,0.999012,112.420904,18.736817,16.8644,-1.0,196.9862,4647,0.00500953,0.731080,7.3236,1982,4,516236,190855,0.36970494,0.00396742,0.00022583,0.00017371,0.00383510,0.00088446,0.00000179,0.00085509,0.00019595,2.0247,0.00009678,0.00374159,0.00366139,NA,NA,NA,NA,1,0.01809258,0.01604053,NA,NA,true,2073600,9,0.000084,0.022287,taa_resolve,54,6,218.856641,+0.00017938,3,biplanar_2plane,dig_at_feet_walk,1,540,24,960,0.24,1,24,24,18,437.719901,1111025,static,0,23248
taa/dig_at_feet_walk/static/biplanar_2plane/frame_plus_5,6,218.856641,408.470674,66310,74793,0.00375816,0.00393754,8,12,323.387341,true,true,true,253.505476,-0.2662,+0.00013232,2.0000,2.1149,true,true,0.5000,0.5224,0.5463,4200,4200,0.0020,0.000019,0.010473,10.0100,6,NA,bilinear,100.617111,2.0554,0.999012,112.420904,18.736817,16.8644,-1.0,196.9862,4804,0.00494577,0.729332,6.9398,1187,5,517029,192017,0.37138536,0.00396742,0.00022583,0.00017371,0.00383510,0.00088446,0.00000179,0.00085509,0.00019595,2.0247,0.00009678,0.00374159,0.00366139,NA,NA,NA,NA,1,0.01809258,0.01604053,NA,NA,true,2073600,9,0.000084,0.022287,taa_resolve,54,6,218.856641,+0.00017938,3,biplanar_2plane,dig_at_feet_walk,1,540,24,960,0.24,1,24,24,18,437.719901,1111025,static,0,23248
taa/dig_at_feet_walk/static/biplanar_2plane/frame_plus_6,6,218.856641,408.470674,66310,74793,0.00375816,0.00393754,8,12,323.387341,true,true,true,253.505476,-0.2662,+0.00013232,2.0000,2.1149,true,true,0.5000,0.5224,0.5463,4200,4200,0.0020,0.000019,0.010473,10.0100,6,NA,bilinear,100.617111,2.0554,0.999012,112.420904,18.736817,16.8644,-1.0,196.9862,4974,0.00487589,0.729000,7.2743,1594,6,516620,191179,0.37005730,0.00396742,0.00022583,0.00017371,0.00383510,0.00088446,0.00000179,0.00085509,0.00019595,2.0247,0.00009678,0.00374159,0.00366139,NA,NA,NA,NA,1,0.01809258,0.01604053,NA,NA,true,2073600,9,0.000084,0.022287,taa_resolve,54,6,218.856641,+0.00017938,3,biplanar_2plane,dig_at_feet_walk,1,540,24,960,0.24,1,24,24,18,437.719901,1111025,static,0,23248
taa/dig_at_feet_walk/static/biplanar_2plane/frame_plus_7,6,218.856641,408.470674,66310,74793,0.00375816,0.00393754,8,12,323.387341,true,true,true,253.505476,-0.2662,+0.00013232,2.0000,2.1149,true,true,0.5000,0.5224,0.5463,4200,4200,0.0020,0.000019,0.010473,10.0100,6,NA,bilinear,100.617111,2.0554,0.999012,112.420904,18.736817,16.8644,-1.0,196.9862,5162,0.00484778,0.728629,7.6901,2159,7,516057,193256,0.37448576,0.00396742,0.00022583,0.00017371,0.00383510,0.00088446,0.00000179,0.00085509,0.00019595,2.0247,0.00009678,0.00374159,0.00366139,NA,NA,NA,NA,1,0.01809258,0.01604053,NA,NA,true,2073600,9,0.000084,0.022287,taa_resolve,54,6,218.856641,+0.00017938,3,biplanar_2plane,dig_at_feet_walk,1,540,24,960,0.24,1,24,24,18,437.719901,1111025,static,0,23248
taa/dig_at_feet_walk/digging/reference_3plane/window,6,218.856641,408.470674,66310,74793,0.00375816,0.00393754,8,12,323.387341,true,true,true,253.505476,-0.2662,+0.00013232,2.0000,2.1149,true,true,0.5000,0.5224,0.5463,4200,4200,0.0020,0.000019,0.010473,10.0100,6,NA,bilinear,100.617111,2.0554,0.999012,112.420904,18.736817,16.8644,-1.0,196.9862,NA,0.00528996,0.728652,7.2487,13374,NA,4132370,1519867,0.36779548,0.00396742,0.00022583,0.00017371,0.00383510,0.00088446,0.00000179,0.00085509,0.00019595,2.0247,0.00009678,0.00374159,0.00366139,NA,NA,NA,NA,1,0.01809258,0.01604053,NA,NA,true,2073600,9,0.000084,0.022287,taa_resolve,54,6,218.856641,+0.00017938,3,reference_3plane,dig_at_feet_walk,1,540,24,960,0.24,1,24,24,18,437.719901,1111025,digging,0,23248
taa/dig_at_feet_walk/digging/reference_3plane/frame_plus_0,6,218.856641,408.470674,66310,74793,0.00375816,0.00393754,8,12,323.387341,true,true,true,253.505476,-0.2662,+0.00013232,2.0000,2.1149,true,true,0.5000,0.5224,0.5463,4200,4200,0.0020,0.000019,0.010473,10.0100,6,NA,bilinear,100.617111,2.0554,0.999012,112.420904,18.736817,16.8644,-1.0,196.9862,4085,0.00550094,0.720337,6.5065,993,0,517228,188391,0.36423202,0.00396742,0.00022583,0.00017371,0.00383510,0.00088446,0.00000179,0.00085509,0.00019595,2.0247,0.00009678,0.00374159,0.00366139,NA,NA,NA,NA,1,0.01809258,0.01604053,NA,NA,true,2073600,9,0.000084,0.022287,taa_resolve,54,6,218.856641,+0.00017938,3,reference_3plane,dig_at_feet_walk,1,540,24,960,0.24,1,24,24,18,437.719901,1111025,digging,0,23248
taa/dig_at_feet_walk/digging/reference_3plane/frame_plus_1,6,218.856641,408.470674,66310,74793,0.00375816,0.00393754,8,12,323.387341,true,true,true,253.505476,-0.2662,+0.00013232,2.0000,2.1149,true,true,0.5000,0.5224,0.5463,4200,4200,0.0020,0.000019,0.010473,10.0100,6,NA,bilinear,100.617111,2.0554,0.999012,112.420904,18.736817,16.8644,-1.0,196.9862,4224,0.00544758,0.733420,7.6660,2134,1,516086,188762,0.36575687,0.00396742,0.00022583,0.00017371,0.00383510,0.00088446,0.00000179,0.00085509,0.00019595,2.0247,0.00009678,0.00374159,0.00366139,NA,NA,NA,NA,1,0.01809258,0.01604053,NA,NA,true,2073600,9,0.000084,0.022287,taa_resolve,54,6,218.856641,+0.00017938,3,reference_3plane,dig_at_feet_walk,1,540,24,960,0.24,1,24,24,18,437.719901,1111025,digging,0,23248
taa/dig_at_feet_walk/digging/reference_3plane/frame_plus_2,6,218.856641,408.470674,66310,74793,0.00375816,0.00393754,8,12,323.387341,true,true,true,253.505476,-0.2662,+0.00013232,2.0000,2.1149,true,true,0.5000,0.5224,0.5463,4200,4200,0.0020,0.000019,0.010473,10.0100,6,NA,bilinear,100.617111,2.0554,0.999012,112.420904,18.736817,16.8644,-1.0,196.9862,4375,0.00538473,0.731457,6.9278,1178,2,517043,190427,0.36830012,0.00396742,0.00022583,0.00017371,0.00383510,0.00088446,0.00000179,0.00085509,0.00019595,2.0247,0.00009678,0.00374159,0.00366139,NA,NA,NA,NA,1,0.01809258,0.01604053,NA,NA,true,2073600,9,0.000084,0.022287,taa_resolve,54,6,218.856641,+0.00017938,3,reference_3plane,dig_at_feet_walk,1,540,24,960,0.24,1,24,24,18,437.719901,1111025,digging,0,23248
taa/dig_at_feet_walk/digging/reference_3plane/frame_plus_3,6,218.856641,408.470674,66310,74793,0.00375816,0.00393754,8,12,323.387341,true,true,true,253.505476,-0.2662,+0.00013232,2.0000,2.1149,true,true,0.5000,0.5224,0.5463,4200,4200,0.0020,0.000019,0.010473,10.0100,6,NA,bilinear,100.617111,2.0554,0.999012,112.420904,18.736817,16.8644,-1.0,196.9862,4538,0.00533637,0.730479,7.6768,2147,3,516071,190208,0.36856944,0.00396742,0.00022583,0.00017371,0.00383510,0.00088446,0.00000179,0.00085509,0.00019595,2.0247,0.00009678,0.00374159,0.00366139,NA,NA,NA,NA,1,0.01809258,0.01604053,NA,NA,true,2073600,9,0.000084,0.022287,taa_resolve,54,6,218.856641,+0.00017938,3,reference_3plane,dig_at_feet_walk,1,540,24,960,0.24,1,24,24,18,437.719901,1111025,digging,0,23248
taa/dig_at_feet_walk/digging/reference_3plane/frame_plus_4,6,218.856641,408.470674,66310,74793,0.00375816,0.00393754,8,12,323.387341,true,true,true,253.505476,-0.2662,+0.00013232,2.0000,2.1149,true,true,0.5000,0.5224,0.5463,4200,4200,0.0020,0.000019,0.010473,10.0100,6,NA,bilinear,100.617111,2.0554,0.999012,112.420904,18.736817,16.8644,-1.0,196.9862,4647,0.00525752,0.729911,7.3207,1982,4,516236,189927,0.36790731,0.00396742,0.00022583,0.00017371,0.00383510,0.00088446,0.00000179,0.00085509,0.00019595,2.0247,0.00009678,0.00374159,0.00366139,NA,NA,NA,NA,1,0.01809258,0.01604053,NA,NA,true,2073600,9,0.000084,0.022287,taa_resolve,54,6,218.856641,+0.00017938,3,reference_3plane,dig_at_feet_walk,1,540,24,960,0.24,1,24,24,18,437.719901,1111025,digging,0,23248
taa/dig_at_feet_walk/digging/reference_3plane/frame_plus_5,6,218.856641,408.470674,66310,74793,0.00375816,0.00393754,8,12,323.387341,true,true,true,253.505476,-0.2662,+0.00013232,2.0000,2.1149,true,true,0.5000,0.5224,0.5463,4200,4200,0.0020,0.000019,0.010473,10.0100,6,NA,bilinear,100.617111,2.0554,0.999012,112.420904,18.736817,16.8644,-1.0,196.9862,4804,0.00519282,0.728378,6.9370,1187,5,517029,190857,0.36914177,0.00396742,0.00022583,0.00017371,0.00383510,0.00088446,0.00000179,0.00085509,0.00019595,2.0247,0.00009678,0.00374159,0.00366139,NA,NA,NA,NA,1,0.01809258,0.01604053,NA,NA,true,2073600,9,0.000084,0.022287,taa_resolve,54,6,218.856641,+0.00017938,3,reference_3plane,dig_at_feet_walk,1,540,24,960,0.24,1,24,24,18,437.719901,1111025,digging,0,23248
taa/dig_at_feet_walk/digging/reference_3plane/frame_plus_6,6,218.856641,408.470674,66310,74793,0.00375816,0.00393754,8,12,323.387341,true,true,true,253.505476,-0.2662,+0.00013232,2.0000,2.1149,true,true,0.5000,0.5224,0.5463,4200,4200,0.0020,0.000019,0.010473,10.0100,6,NA,bilinear,100.617111,2.0554,0.999012,112.420904,18.736817,16.8644,-1.0,196.9862,4974,0.00511371,0.727606,7.2711,1594,6,516620,189717,0.36722736,0.00396742,0.00022583,0.00017371,0.00383510,0.00088446,0.00000179,0.00085509,0.00019595,2.0247,0.00009678,0.00374159,0.00366139,NA,NA,NA,NA,1,0.01809258,0.01604053,NA,NA,true,2073600,9,0.000084,0.022287,taa_resolve,54,6,218.856641,+0.00017938,3,reference_3plane,dig_at_feet_walk,1,540,24,960,0.24,1,24,24,18,437.719901,1111025,digging,0,23248
taa/dig_at_feet_walk/digging/reference_3plane/frame_plus_7,6,218.856641,408.470674,66310,74793,0.00375816,0.00393754,8,12,323.387341,true,true,true,253.505476,-0.2662,+0.00013232,2.0000,2.1149,true,true,0.5000,0.5224,0.5463,4200,4200,0.0020,0.000019,0.010473,10.0100,6,NA,bilinear,100.617111,2.0554,0.999012,112.420904,18.736817,16.8644,-1.0,196.9862,5162,0.00508598,0.727587,7.6867,2159,7,516057,191578,0.37123419,0.00396742,0.00022583,0.00017371,0.00383510,0.00088446,0.00000179,0.00085509,0.00019595,2.0247,0.00009678,0.00374159,0.00366139,NA,NA,NA,NA,1,0.01809258,0.01604053,NA,NA,true,2073600,9,0.000084,0.022287,taa_resolve,54,6,218.856641,+0.00017938,3,reference_3plane,dig_at_feet_walk,1,540,24,960,0.24,1,24,24,18,437.719901,1111025,digging,0,23248
taa/dig_at_feet_walk/digging/stochastic_1plane/window,6,218.856641,408.470674,66310,74793,0.00375816,0.00393754,8,12,323.387341,true,true,true,253.505476,-0.2662,+0.00013232,2.0000,2.1149,true,true,0.5000,0.5224,0.5463,4200,4200,0.0020,0.000019,0.010473,10.0100,6,NA,bilinear,100.617111,2.0554,0.999012,112.420904,18.736817,16.8644,-1.0,196.9862,NA,0.00520975,0.719453,7.2487,13374,NA,4132370,1461271,0.35361572,0.00396742,0.00022583,0.00017371,0.00383510,0.00088446,0.00000179,0.00085509,0.00019595,2.0247,0.00009678,0.00374159,0.00366139,NA,NA,NA,NA,1,0.01809258,0.01604053,NA,NA,true,2073600,9,0.000084,0.022287,taa_resolve,54,6,218.856641,+0.00017938,3,stochastic_1plane,dig_at_feet_walk,1,540,24,960,0.24,1,24,24,18,437.719901,1111025,digging,0,23248
taa/dig_at_feet_walk/digging/stochastic_1plane/frame_plus_0,6,218.856641,408.470674,66310,74793,0.00375816,0.00393754,8,12,323.387341,true,true,true,253.505476,-0.2662,+0.00013232,2.0000,2.1149,true,true,0.5000,0.5224,0.5463,4200,4200,0.0020,0.000019,0.010473,10.0100,6,NA,bilinear,100.617111,2.0554,0.999012,112.420904,18.736817,16.8644,-1.0,196.9862,4085,0.00545471,0.711924,6.5065,993,0,517228,181972,0.35182163,0.00396742,0.00022583,0.00017371,0.00383510,0.00088446,0.00000179,0.00085509,0.00019595,2.0247,0.00009678,0.00374159,0.00366139,NA,NA,NA,NA,1,0.01809258,0.01604053,NA,NA,true,2073600,9,0.000084,0.022287,taa_resolve,54,6,218.856641,+0.00017938,3,stochastic_1plane,dig_at_feet_walk,1,540,24,960,0.24,1,24,24,18,437.719901,1111025,digging,0,23248
taa/dig_at_feet_walk/digging/stochastic_1plane/frame_plus_1,6,218.856641,408.470674,66310,74793,0.00375816,0.00393754,8,12,323.387341,true,true,true,253.505476,-0.2662,+0.00013232,2.0000,2.1149,true,true,0.5000,0.5224,0.5463,4200,4200,0.0020,0.000019,0.010473,10.0100,6,NA,bilinear,100.617111,2.0554,0.999012,112.420904,18.736817,16.8644,-1.0,196.9862,4224,0.00538890,0.723768,7.6660,2134,1,516086,181584,0.35184834,0.00396742,0.00022583,0.00017371,0.00383510,0.00088446,0.00000179,0.00085509,0.00019595,2.0247,0.00009678,0.00374159,0.00366139,NA,NA,NA,NA,1,0.01809258,0.01604053,NA,NA,true,2073600,9,0.000084,0.022287,taa_resolve,54,6,218.856641,+0.00017938,3,stochastic_1plane,dig_at_feet_walk,1,540,24,960,0.24,1,24,24,18,437.719901,1111025,digging,0,23248
taa/dig_at_feet_walk/digging/stochastic_1plane/frame_plus_2,6,218.856641,408.470674,66310,74793,0.00375816,0.00393754,8,12,323.387341,true,true,true,253.505476,-0.2662,+0.00013232,2.0000,2.1149,true,true,0.5000,0.5224,0.5463,4200,4200,0.0020,0.000019,0.010473,10.0100,6,NA,bilinear,100.617111,2.0554,0.999012,112.420904,18.736817,16.8644,-1.0,196.9862,4375,0.00531438,0.722711,6.9278,1178,2,517043,182407,0.35278884,0.00396742,0.00022583,0.00017371,0.00383510,0.00088446,0.00000179,0.00085509,0.00019595,2.0247,0.00009678,0.00374159,0.00366139,NA,NA,NA,NA,1,0.01809258,0.01604053,NA,NA,true,2073600,9,0.000084,0.022287,taa_resolve,54,6,218.856641,+0.00017938,3,stochastic_1plane,dig_at_feet_walk,1,540,24,960,0.24,1,24,24,18,437.719901,1111025,digging,0,23248
